DATAFLOW,LAST UPDATE,freq,unit,airpol,src_crf,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Austria,1990,52665.86,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Austria,1991,56275.22,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Austria,1992,51740.57,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Austria,1993,52087.29,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Austria,1994,51614.23,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Austria,1995,54161.12,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Austria,1996,58178.66,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Austria,1997,57033.75,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Austria,1998,56887.3,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Austria,1999,55789.77,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Austria,2000,55289.86,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Austria,2001,59455.34,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Austria,2002,60621.38,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Austria,2003,66129.33,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Austria,2004,66228.82,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Austria,2005,66714.45,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Austria,2006,63921.11,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Austria,2007,60488.28,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Austria,2008,59531.41,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Austria,2009,56389.24,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Austria,2010,59278.73,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Austria,2011,56970.2,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Austria,2012,54828.76,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Austria,2013,55004.06,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Austria,2014,51278.97,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Austria,2015,53061.94,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Austria,2016,54285.44,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Austria,2017,55998.51,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Austria,2018,54552.64,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Austria,2019,54935.09,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Austria,2020,49993.83,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Austria,2021,51916.48,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Austria,2022,48463.95,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Belgium,1990,103911.1,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Belgium,1991,107560.37,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Belgium,1992,105920.74,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Belgium,1993,105791.54,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Belgium,1994,107480.73,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Belgium,1995,107793.71,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Belgium,1996,112130.51,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Belgium,1997,106306.18,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Belgium,1998,110691.75,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Belgium,1999,105345.22,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Belgium,2000,106213.43,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Belgium,2001,106668.44,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Belgium,2002,107013.49,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Belgium,2003,108117.2,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Belgium,2004,107933.84,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Belgium,2005,105801.26,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Belgium,2006,104048.57,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Belgium,2007,101908.83,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Belgium,2008,101551.6,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Belgium,2009,94947.77,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Belgium,2010,99506.8,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Belgium,2011,90028.83,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Belgium,2012,89168.18,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Belgium,2013,88969.96,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Belgium,2014,83021.32,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Belgium,2015,87248.64,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Belgium,2016,85354.83,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Belgium,2017,84878.48,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Belgium,2018,85520.74,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Belgium,2019,85771.84,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Belgium,2020,78196.78,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Belgium,2021,81327.88,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Belgium,2022,76388.27,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Bulgaria,1988,81562.45,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Bulgaria,1989,81113.77,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Bulgaria,1990,71512.08,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Bulgaria,1991,57511.78,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Bulgaria,1992,54690.05,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Bulgaria,1993,55365.02,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Bulgaria,1994,51670.14,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Bulgaria,1995,51667.7,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Bulgaria,1996,52414.57,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Bulgaria,1997,49944.15,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Bulgaria,1998,49013.5,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Bulgaria,1999,42608.01,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Bulgaria,2000,41081.5,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Bulgaria,2001,44520.17,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Bulgaria,2002,42664.92,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Bulgaria,2003,46644.51,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Bulgaria,2004,45221.66,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Bulgaria,2005,45991.28,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Energy,Bulgaria,2006,47029.76,,
