DATAFLOW,LAST UPDATE,freq,unit,wat_proc,wat_src,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Germany,2015,12008.37,i,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Germany,2016,11699.56,e,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Germany,2017,10487.65,i,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Germany,2018,9275.75,i,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Germany,2019,8063.85,e,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Denmark,2011,0.01,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Denmark,2012,0.00,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Denmark,2013,0.00,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Denmark,2014,0.00,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Denmark,2015,0.00,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Denmark,2016,0.00,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Denmark,2017,0.00,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Denmark,2018,0.00,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Denmark,2019,0.00,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Denmark,2020,0.00,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Denmark,2021,0.00,p,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Denmark,2022,0.00,p,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Estonia,2011,1527.90,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Estonia,2012,1307.10,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Estonia,2013,1480.50,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Estonia,2014,1460.05,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Estonia,2015,1329.61,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Estonia,2016,1516.63,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Estonia,2017,1454.27,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Estonia,2018,1306.63,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Estonia,2019,683.90,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Estonia,2020,547.16,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Estonia,2021,681.01,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Estonia,2022,889.86,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Greece,2011,,,C
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Greece,2012,,,C
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Greece,2013,,,C
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Greece,2014,,,C
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Greece,2015,,,C
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Greece,2016,,,C
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Greece,2017,,,C
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Greece,2018,,,C
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Greece,2019,,,C
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Greece,2020,,,C
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Greece,2021,,,C
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Greece,2022,,,C
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Spain,2011,6150.00,e,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Spain,2012,6100.00,e,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Spain,2013,5950.00,e,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Spain,2014,5870.00,e,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Spain,2015,5750.00,e,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Spain,2016,5620.00,e,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Spain,2017,5320.00,e,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Spain,2018,5450.00,e,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Spain,2019,5350.00,e,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Spain,2020,5500.00,e,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,France,2011,16993.11,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,France,2012,18826.09,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,France,2013,17081.14,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,France,2014,17244.34,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,France,2015,17271.61,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,France,2016,15743.25,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,France,2017,16145.66,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,France,2018,16033.40,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,France,2019,15288.90,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,France,2020,13587.48,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,France,2021,14367.12,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Croatia,2011,83.48,e,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Croatia,2012,96.59,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Croatia,2013,76.82,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Croatia,2014,73.94,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Croatia,2015,94.83,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Croatia,2016,108.08,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Croatia,2017,166.27,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Croatia,2018,165.00,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Croatia,2019,171.86,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Croatia,2020,164.18,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Croatia,2021,167.28,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Croatia,2022,194.05,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Hungary,2011,3767.10,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Hungary,2012,3576.10,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Hungary,2022,3291.30,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Ireland,2018,359.08,b,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Ireland,2019,359.08,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Ireland,2020,359.08,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Ireland,2021,359.08,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Ireland,2022,359.00,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Lithuania,2011,267.56,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Lithuania,2012,351.00,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Lithuania,2013,159.54,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Lithuania,2014,120.63,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Lithuania,2015,143.59,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Lithuania,2016,71.97,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Lithuania,2017,22.59,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Lithuania,2018,15.42,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Lithuania,2019,12.54,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Lithuania,2020,131.22,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Lithuania,2021,87.53,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Lithuania,2022,38.24,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Luxembourg,2011,0.00,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Luxembourg,2012,0.00,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Luxembourg,2013,0.00,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Luxembourg,2014,0.00,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Luxembourg,2015,0.00,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Luxembourg,2016,0.00,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Luxembourg,2017,0.00,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Luxembourg,2018,0.00,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Luxembourg,2019,0.00,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Luxembourg,2020,0.00,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Luxembourg,2021,0.00,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Luxembourg,2022,0.00,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Latvia,2011,2.12,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Latvia,2012,2.08,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Latvia,2013,3.26,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Latvia,2014,2.59,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Latvia,2015,3.05,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Latvia,2016,2.41,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Latvia,2017,1.36,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Latvia,2018,2.33,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Latvia,2019,2.81,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Latvia,2020,1.99,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Latvia,2021,2.41,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Latvia,2022,1.77,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Malta,2011,0.00,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Malta,2012,0.00,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Malta,2013,0.00,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Malta,2014,0.00,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Malta,2015,0.00,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Malta,2016,0.00,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Malta,2017,0.00,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Malta,2018,0.00,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Malta,2019,0.00,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Malta,2020,0.00,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Malta,2021,0.00,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Malta,2022,0.00,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Netherlands,2011,5354.96,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Netherlands,2012,5962.40,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Netherlands,2013,5939.01,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Netherlands,2014,5092.59,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Netherlands,2015,4342.27,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Netherlands,2016,3584.98,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Netherlands,2017,3582.53,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Netherlands,2018,3366.00,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Netherlands,2019,3766.70,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Netherlands,2020,3520.30,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Netherlands,2021,3179.30,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Poland,2011,6876.20,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Poland,2012,6574.60,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Poland,2013,6461.10,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Poland,2014,6596.30,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Poland,2015,6379.50,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Poland,2016,6386.74,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Poland,2017,5968.05,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Poland,2018,5729.76,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Poland,2019,5263.59,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Poland,2020,4893.78,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Poland,2021,5208.32,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Poland,2022,5365.10,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Romania,2011,1192.00,d,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Romania,2012,1121.00,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Romania,2013,986.00,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Romania,2014,802.00,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Romania,2015,737.00,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Romania,2016,685.00,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Romania,2017,752.00,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Romania,2018,677.00,i,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Romania,2019,602.00,i,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Romania,2020,527.00,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Romania,2021,562.00,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Romania,2022,466.00,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Sweden,2011,124.60,i,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Sweden,2012,114.20,i,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Sweden,2013,103.80,i,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Sweden,2014,93.40,i,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Sweden,2015,83.00,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Sweden,2016,82.60,i,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Sweden,2017,82.20,i,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Sweden,2018,81.80,i,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Sweden,2019,81.40,i,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Sweden,2020,81.00,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Slovenia,2011,632.00,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Slovenia,2012,576.00,,
ESTAT:TEN00006(1.0),05/07/24 23:00:00,Annual,Million cubic metres,Water abstraction by electricity production - cooling,Fresh surface water,Slovenia,2013,681.80,,
