DATAFLOW,LAST UPDATE,freq,unit,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Ireland,2023,2666848,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Ireland,2024,2708306,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Italy,1995,29275445,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Italy,1996,29283903,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Italy,1997,29309590,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Italy,1998,29332801,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Italy,1999,29345361,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Italy,2000,29360536,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Italy,2001,29384366,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Italy,2002,29404981,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Italy,2003,29499330,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Italy,2004,29708271,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Italy,2005,29916060,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Italy,2006,30038703,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Italy,2007,30155967,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Italy,2008,30417328,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Italy,2009,30639337,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Italy,2010,30787289,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Italy,2011,30933668,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Italy,2012,31014838,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Italy,2013,31083410,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Italy,2014,31104396,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Italy,2015,31067182,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Italy,2016,30970668,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Italy,2017,30888080,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Italy,2018,30781300,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Italy,2019,30685478,b,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Italy,2020,30591392,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Italy,2021,30369987,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Italy,2022,30211177,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Italy,2023,30182369,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Italy,2024,30124502,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Lithuania,1995,1925783,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Lithuania,1996,1913647,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Lithuania,1997,1902172,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Lithuania,1998,1890607,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Lithuania,1999,1878840,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Lithuania,2000,1867773,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Lithuania,2001,1856068,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Lithuania,2002,1841083,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Lithuania,2003,1830399,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Lithuania,2004,1814911,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Lithuania,2005,1792956.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Lithuania,2006,1761372.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Lithuania,2007,1743189.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Lithuania,2008,1725186.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Lithuania,2009,1710504.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Lithuania,2010,1691777.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Lithuania,2011,1645365,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Lithuania,2012,1620130,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Lithuania,2013,1605225,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Lithuania,2014,1591447,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Lithuania,2015,1580254,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Lithuania,2016,1563839,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Lithuania,2017,1544399,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Lithuania,2018,1526156,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Lithuania,2019,1517016,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Lithuania,2020,1510500,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Lithuania,2021,1505796,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Lithuania,2022,1499399,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Lithuania,2023,1521463,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Lithuania,2024,1519986,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Luxembourg,1995,206487,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Luxembourg,1996,209588,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Luxembourg,1997,212161,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Luxembourg,1998,214687,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Luxembourg,1999,217009,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Luxembourg,2000,219985,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Luxembourg,2001,222700,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Luxembourg,2002,225226,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Luxembourg,2003,227291,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Luxembourg,2004,230252,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Luxembourg,2005,233074.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Luxembourg,2006,236986.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Luxembourg,2007,240395.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Luxembourg,2008,244192.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Luxembourg,2009,248665.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Luxembourg,2010,252660.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Luxembourg,2011,257221,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Luxembourg,2012,263033,b,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Luxembourg,2013,268627,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Luxembourg,2014,274563,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Luxembourg,2015,280986,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Luxembourg,2016,287056,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Luxembourg,2017,294026,b,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Luxembourg,2018,299425,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Luxembourg,2019,305174,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Luxembourg,2020,311144,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Luxembourg,2021,315274,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Luxembourg,2022,320333,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Luxembourg,2023,328365,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Luxembourg,2024,333776,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Latvia,1995,1346259,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Latvia,1996,1330734,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Latvia,1997,1318111,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Latvia,1998,1305306,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Latvia,1999,1293810,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Latvia,2000,1284827,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Latvia,2001,1270420,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Latvia,2002,1254708,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Latvia,2003,1244563,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Latvia,2004,1232055,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Latvia,2005,1217615.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Latvia,2006,1205816.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Latvia,2007,1195049.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Latvia,2008,1184769.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Latvia,2009,1170186.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Latvia,2010,1149573.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Latvia,2011,1126666,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Latvia,2012,1110001,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Latvia,2013,1097245,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Latvia,2014,1084423,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Latvia,2015,1074889,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Latvia,2016,1064658,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Latvia,2017,1054433,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Latvia,2018,1044738,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Latvia,2019,1035059,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Latvia,2020,1026719,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Latvia,2021,1017998,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Latvia,2022,1006700,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Latvia,2023,1010687,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Latvia,2024,1003142,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Malta,1995,191354,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Malta,1996,191434,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Malta,1997,192953,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Malta,1998,194208,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Malta,1999,195277,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Malta,2000,196331,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Malta,2001,197726,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Malta,2002,199278,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Malta,2003,200460,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Malta,2004,201768,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Malta,2005,203088.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Malta,2006,204161.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Malta,2007,204097.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Malta,2008,205098.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Malta,2009,206319.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Malta,2010,207824.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Malta,2011,208584,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Malta,2012,209851,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Malta,2013,211440,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Malta,2014,213935,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Malta,2015,218310,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Malta,2016,223127,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Malta,2017,227632,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Malta,2018,234099,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Malta,2019,240787,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Malta,2020,248296,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Malta,2021,248511,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Malta,2022,249705,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Malta,2023,257230,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Malta,2024,264697,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Netherlands,1995,7796640,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Netherlands,1996,7831600,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Netherlands,1997,7870304,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Netherlands,1998,7914118,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Netherlands,1999,7966954,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Netherlands,2000,8017633,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Netherlands,2001,8077220,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Netherlands,2002,8133318,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Netherlands,2003,8177101,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Netherlands,2004,8212118,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Netherlands,2005,8239547.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Netherlands,2006,8256803.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Netherlands,2007,8269478.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Netherlands,2008,8293326.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Netherlands,2009,8329391.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Netherlands,2010,8371513.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Netherlands,2011,8412317,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Netherlands,2012,8447477,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Netherlands,2013,8472236,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Netherlands,2014,8494904,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Netherlands,2015,8527868,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Netherlands,2016,8561985,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Netherlands,2017,8606405,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Netherlands,2018,8654043,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Netherlands,2019,8701077,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Netherlands,2020,8759554,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Netherlands,2021,8788879,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Netherlands,2022,8845204,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Netherlands,2023,8960982,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Netherlands,2024,9022174,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Poland,1995,19802557,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Poland,1996,19823369,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Poland,1997,19842642,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Poland,1998,19858815,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Poland,1999,19868726,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Poland,2000,19715504,b,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Poland,2001,19716616,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Poland,2002,19717034,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Poland,2003,19711782,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Poland,2004,19704178,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Poland,2005,19703582.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Poland,2006,19703200.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Poland,2007,19698704.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Poland,2008,19704140.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Poland,2009,19720950.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Poland,2010,19610632.0,b,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Poland,2011,19633018,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Poland,2012,19636496,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Poland,2013,19636442,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Poland,2014,19613892,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Poland,2015,19608451,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Poland,2016,19590169,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Poland,2017,19595127,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Poland,2018,19596388,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Poland,2019,19592436,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Poland,2020,19584757,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Poland,2021,19131216,bep,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Poland,2022,19043758,ep,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Poland,2023,18980357,ep,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Poland,2024,18914999,ep,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Portugal,1995,5186730,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Portugal,1996,5203747,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Portugal,1997,5223673,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Portugal,1998,5248376,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Portugal,1999,5274465,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Portugal,2000,5304872,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Portugal,2001,5344316,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Portugal,2002,5375295,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Portugal,2003,5407252,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Portugal,2004,5425721,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Portugal,2005,5440950.0,,
