DATAFLOW,LAST UPDATE,freq,unit,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Estonia,2007,718660.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Estonia,2008,716390.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Estonia,2009,714420.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Estonia,2010,712490.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Estonia,2011,709960,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Estonia,2012,707079,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Estonia,2013,704007,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Estonia,2014,700900,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Estonia,2015,700166,b,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Estonia,2016,699236,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Estonia,2017,698097,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Estonia,2018,698049,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Estonia,2019,699185,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Estonia,2020,699699,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Estonia,2021,699153,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Estonia,2022,698381,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Estonia,2023,718518,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Estonia,2024,723074,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Greece,1995,5347307,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Greece,1996,5374260,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Greece,1997,5397100,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Greece,1998,5429540,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Greece,1999,5457870,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Greece,2000,5474106,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Greece,2001,5505941,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Greece,2002,5507229,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Greece,2003,5520990,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Greece,2004,5534293,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Greece,2005,5551450.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Greece,2006,5571325.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Greece,2007,5593763.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Greece,2008,5612990.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Greece,2009,5638650.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Greece,2010,5658424.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Greece,2011,5669948,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Greece,2012,5662522,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Greece,2013,5637364,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Greece,2014,5613568,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Greece,2015,5589628,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Greece,2016,5559538,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Greece,2017,5546916,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Greece,2018,5531125,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Greece,2019,5516306,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Greece,2020,5503077,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Greece,2021,5482584,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Greece,2022,5345035,b,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Greece,2023,5323391,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Greece,2024,5303827,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Spain,1995,20221727,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Spain,1996,20307916,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Spain,1997,20391551,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Spain,1998,20478884,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Spain,1999,20559311,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Spain,2000,20643843,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Spain,2001,20741653,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Spain,2002,20919754,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Spain,2003,21285371,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Spain,2004,21622874,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Spain,2005,21961051.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Spain,2006,22290653.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Spain,2007,22665690.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Spain,2008,23077456.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Spain,2009,23358739.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Spain,2010,23504347.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Spain,2011,23617694,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Spain,2012,23719207,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Spain,2013,23699424,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Spain,2014,23621034,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Spain,2015,23603001,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Spain,2016,23612439,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Spain,2017,23666286,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Spain,2018,23755470,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Spain,2019,23902168,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Spain,2020,24107382,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Spain,2021,24152187,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Spain,2022,24198046,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Spain,2023,24519768,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Spain,2024,24792824,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Finland,1995,2617105,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Finland,1996,2625125,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Finland,1997,2631724,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Finland,1998,2638251,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Finland,1999,2643571,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Finland,2000,2648276,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Finland,2001,2651774,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Finland,2002,2657304,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Finland,2003,2661379,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Finland,2004,2666839,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Finland,2005,2674534.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Finland,2006,2683230.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Finland,2007,2693213.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Finland,2008,2703697.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Finland,2009,2714661.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Finland,2010,2726360.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Finland,2011,2736860,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Finland,2012,2748733,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Finland,2013,2760052,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Finland,2014,2770906,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Finland,2015,2779890,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Finland,2016,2785818,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Finland,2017,2790970,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Finland,2018,2793999,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Finland,2019,2794629,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Finland,2020,2797030,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Finland,2021,2799985,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Finland,2022,2805140,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Finland,2023,2810493,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Finland,2024,2829953,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,France,1995,30473942,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,France,1996,30592988,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,France,1997,30705968,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,France,1998,30822400,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,France,1999,30944296,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,France,2000,31161369,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,France,2001,31400989,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,France,2002,31645924,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,France,2003,31887488,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,France,2004,32120553,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,France,2005,32387008.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,France,2006,32638535.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,France,2007,32841832.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,France,2008,33026963.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,France,2009,33202247.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,France,2010,33357092.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,France,2011,33515819,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,France,2012,33671600,b,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,France,2013,33827685,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,France,2014,34120851,b,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,France,2015,34283895,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,France,2016,34391005,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,France,2017,34495464,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,France,2018,34611994,p,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,France,2019,34739132,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,France,2020,34828670,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,France,2021,34946473,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,France,2022,35109077,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,France,2023,35188809,p,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,France,2024,35271283,p,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Croatia,1995,2419922,e,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Croatia,1996,2379549,e,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Croatia,1997,2354543,e,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Croatia,1998,2356509,e,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Croatia,1999,2351650,e,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Croatia,2000,2334657,e,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Croatia,2001,2231309,b,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Croatia,2002,2236467,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Croatia,2003,2236999,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Croatia,2004,2236884,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Croatia,2005,2238580.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Croatia,2006,2238554.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Croatia,2007,2237349.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Croatia,2008,2234979.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Croatia,2009,2233029.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Croatia,2010,2228196.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Croatia,2011,2221105,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Croatia,2012,2213675,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Croatia,2013,2200305,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Croatia,2014,2186646,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Croatia,2015,2170159,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Croatia,2016,2146424,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Croatia,2017,2122085,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Croatia,2018,2090961,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Croatia,2019,2064873,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Croatia,2020,2041528,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Croatia,2021,2019003,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Croatia,2022,2000012,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Croatia,2023,1989028,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Croatia,2024,1986557,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Hungary,1995,5395080,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Hungary,1996,5392007,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Hungary,1997,5385291,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Hungary,1998,5377960,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Hungary,1999,5369020,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Hungary,2000,5356450,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Hungary,2001,5349286,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Hungary,2002,5337873,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Hungary,2003,5323906,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Hungary,2004,5312629,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Hungary,2005,5304434.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Hungary,2006,5292002.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Hungary,2007,5287080.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Hungary,2008,5275839.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Hungary,2009,5267925.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Hungary,2010,5257424.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Hungary,2011,5241821,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Hungary,2012,5207259,b,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Hungary,2013,5182225,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Hungary,2014,5152770,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Hungary,2015,5128422,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Hungary,2016,5101174,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Hungary,2017,5076104,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Hungary,2018,5054972,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Hungary,2019,5039416,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Hungary,2020,5025500,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Hungary,2021,5004102,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Hungary,2022,4981528,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Hungary,2023,4974484,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Hungary,2024,4961249,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Ireland,1995,1810405,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Ireland,1996,1822709,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Ireland,1997,1840254,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Ireland,1998,1859395,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Ireland,1999,1878331,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Ireland,2000,1900701,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Ireland,2001,1927201,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Ireland,2002,1961797,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Ireland,2003,1994964,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Ireland,2004,2025689,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Ireland,2005,2062322.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Ireland,2006,2104707.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Ireland,2007,2167328.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Ireland,2008,2231011.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Ireland,2009,2268664.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Ireland,2010,2288454.0,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Ireland,2011,2301455,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Ireland,2012,2315288,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Ireland,2013,2326317,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Ireland,2014,2342002,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Ireland,2015,2364285,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Ireland,2016,2387145,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Ireland,2017,2424201,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Ireland,2018,2451343,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Ireland,2019,2493497,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Ireland,2020,2530888,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Ireland,2021,2557709,,
ESTAT:DEMO_PJANBROAD(1.0),14/02/25 11:00:00,Annual,Number,Total,Females,Ireland,2022,2604045,,
